"Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Account_Age_Months,Contract_Type,Tenure_Range,Risk_Score,Risk_Level"
"258,0,28,Just checking if my payment went through.,1,8.6,Month-to-month,6-12 Months,0.34,Low"
"959,2,27,When will the maintenance window end?,1,31.966666666666665,Biennial,2+ Years,0.26,Low"
"148,2,7,The UI is too confusing. I can't find the export button.,1,4.933333333333334,Month-to-month,0-6 Months,0.985,Very High"
"917,0,49,I need to update my billing address.,1,30.566666666666666,Biennial,2+ Years,0.005,Low"
"568,0,28,When will the maintenance window end?,1,18.933333333333334,Annual,1-2 Years,0.595,Medium"
"481,1,2,I'm very frustrated with the downtime. This is unacceptable.,1,16.033333333333335,Annual,1-2 Years,0.9,Very High"
"988,0,85,I love the new analytics feature! Great job.,0,32.93333333333333,Biennial,2+ Years,0.055,Low"
"869,0,107,This tool has saved my team so much time.,0,28.966666666666665,Biennial,2+ Years,0.0,Low"
"233,0,65,""Smooth experience so far, no complaints."",1,7.766666666666667,Month-to-month,6-12 Months,0.615,High"
"587,2,54,I need to update my billing address.,0,19.566666666666666,Annual,1-2 Years,0.145,Low"
"993,2,5,The UI is too confusing. I can't find the export button.,0,33.1,Biennial,2+ Years,0.91,Very High"
"147,1,11,I've been waiting for support for 3 days. I'm cancelling.,1,4.9,Month-to-month,0-6 Months,0.97,Very High"
"271,2,42,I need to update my billing address.,1,9.033333333333333,Month-to-month,6-12 Months,0.67,High"
"561,2,13,The UI is too confusing. I can't find the export button.,1,18.7,Annual,1-2 Years,0.985,Very High"
"898,2,11,I've been waiting for support for 3 days. I'm cancelling.,1,29.933333333333334,Biennial,2+ Years,0.705,High"
"780,1,1,The app crashes every time I try to upload a CSV.,1,26.0,Biennial,2+ Years,0.985,Very High"
"179,1,5,The app crashes every time I try to upload a CSV.,0,5.966666666666667,Month-to-month,0-6 Months,0.305,Low"
"465,1,2,I've been waiting for support for 3 days. I'm cancelling.,1,15.5,Annual,1-2 Years,0.995,Very High"
"1054,2,43,Can I add more seats to my current plan?,0,35.13333333333333,Biennial,2+ Years,0.02,Low"
"626,2,53,Just checking if my payment went through.,0,20.866666666666667,Annual,1-2 Years,0.02,Low"
"511,2,18,I need to update my billing address.,0,17.033333333333335,Annual,1-2 Years,0.08,Low"
"304,0,37,When will the maintenance window end?,0,10.133333333333333,Month-to-month,6-12 Months,0.2,Low"
"272,0,95,""Just upgraded to the Pro plan, excited to use it."",0,9.066666666666666,Month-to-month,6-12 Months,0.005,Low"
"680,1,5,Your API documentation is outdated and full of errors.,1,22.666666666666668,Annual,1-2 Years,0.985,Very High"
"1055,0,36,How do I change my password?,0,35.166666666666664,Biennial,2+ Years,0.1,Low"
"283,2,10,The UI is too confusing. I can't find the export button.,1,9.433333333333334,Month-to-month,6-12 Months,0.99,Very High"
"801,0,102,The integration with Slack works perfectly.,1,26.7,Biennial,2+ Years,0.65,High"
"325,2,10,The UI is too confusing. I can't find the export button.,1,10.833333333333334,Month-to-month,6-12 Months,1.0,Very High"
"255,2,54,Is there a tutorial for the new dashboard feature?,0,8.5,Month-to-month,6-12 Months,0.01,Low"
"503,0,45,Is there a tutorial for the new dashboard feature?,0,16.766666666666666,Annual,1-2 Years,0.17,Low"
"864,0,46,Just checking if my payment went through.,0,28.8,Biennial,2+ Years,0.29,Low"
"263,0,42,Can I add more seats to my current plan?,0,8.766666666666667,Month-to-month,6-12 Months,0.0,Low"
"774,0,57,When will the maintenance window end?,0,25.8,Biennial,2+ Years,0.145,Low"
"497,1,14,I've been waiting for support for 3 days. I'm cancelling.,1,16.566666666666666,Annual,1-2 Years,0.9,Very High"
"691,2,37,I need to update my billing address.,0,23.033333333333335,Annual,1-2 Years,0.23,Low"
"855,2,15,Can I add more seats to my current plan?,0,28.5,Biennial,2+ Years,0.1,Low"
"661,1,1,Why did my subscription price increase without notice?,1,22.033333333333335,Annual,1-2 Years,0.985,Very High"
"711,0,43,I need to update my billing address.,0,23.7,Annual,1-2 Years,0.025,Low"
"637,2,16,I need to update my billing address.,0,21.233333333333334,Annual,1-2 Years,0.015,Low"
"304,0,44,How do I change my password?,0,10.133333333333333,Month-to-month,6-12 Months,0.045,Low"
"1069,1,1,Why did my subscription price increase without notice?,0,35.63333333333333,Biennial,2+ Years,0.745,High"
"836,2,24,Is there a tutorial for the new dashboard feature?,0,27.866666666666667,Biennial,2+ Years,0.29,Low"
"841,2,14,The app crashes every time I try to upload a CSV.,1,28.033333333333335,Biennial,2+ Years,0.79,High"
"759,2,31,How do I change my password?,0,25.3,Biennial,2+ Years,0.22,Low"
"891,2,9,I've been waiting for support for 3 days. I'm cancelling.,1,29.7,Biennial,2+ Years,0.805,Very High"
"15,2,1,I'm very frustrated with the downtime. This is unacceptable.,1,0.5,Month-to-month,0-6 Months,0.84,Very High"
"781,0,35,I need to update my billing address.,0,26.033333333333335,Biennial,2+ Years,0.03,Low"
"819,1,11,I've been waiting for support for 3 days. I'm cancelling.,1,27.3,Biennial,2+ Years,0.965,Very High"
"1077,0,16,Just checking if my payment went through.,0,35.9,Biennial,2+ Years,0.035,Low"
"747,1,12,Your API documentation is outdated and full of errors.,0,24.9,Biennial,2+ Years,0.335,Low"
"405,2,30,When will the maintenance window end?,1,13.5,Annual,1-2 Years,0.71,High"
"278,2,5,The app crashes every time I try to upload a CSV.,1,9.266666666666667,Month-to-month,6-12 Months,0.985,Very High"
"427,0,22,How do I change my password?,0,14.233333333333333,Annual,1-2 Years,0.015,Low"
"247,1,2,I've been waiting for support for 3 days. I'm cancelling.,1,8.233333333333333,Month-to-month,6-12 Months,1.0,Very High"
"240,1,10,I've been waiting for support for 3 days. I'm cancelling.,1,8.0,Month-to-month,6-12 Months,0.945,Very High"
"69,0,118,""Smooth experience so far, no complaints."",0,2.3,Month-to-month,0-6 Months,0.0,Low"
"1034,0,65,The integration with Slack works perfectly.,0,34.46666666666667,Biennial,2+ Years,0.0,Low"
"938,2,50,Can I add more seats to my current plan?,0,31.266666666666666,Biennial,2+ Years,0.025,Low"
"133,0,53,Is there a tutorial for the new dashboard feature?,0,4.433333333333334,Month-to-month,0-6 Months,0.03,Low"
"246,0,24,Just checking if my payment went through.,0,8.2,Month-to-month,6-12 Months,0.125,Low"
"46,1,10,The app crashes every time I try to upload a CSV.,0,1.5333333333333334,Month-to-month,0-6 Months,0.225,Low"
"712,0,40,When will the maintenance window end?,0,23.733333333333334,Annual,1-2 Years,0.105,Low"
"1039,2,7,Your API documentation is outdated and full of errors.,1,34.63333333333333,Biennial,2+ Years,0.955,Very High"
"869,1,4,I'm very frustrated with the downtime. This is unacceptable.,1,28.966666666666665,Biennial,2+ Years,1.0,Very High"
"521,2,5,The app crashes every time I try to upload a CSV.,1,17.366666666666667,Annual,1-2 Years,0.745,High"
"281,2,2,The app crashes every time I try to upload a CSV.,1,9.366666666666667,Month-to-month,6-12 Months,1.0,Very High"
"977,0,29,Can I add more seats to my current plan?,0,32.56666666666667,Biennial,2+ Years,0.035,Low"
"471,2,43,Just checking if my payment went through.,0,15.7,Annual,1-2 Years,0.04,Low"
"503,0,52,When will the maintenance window end?,0,16.766666666666666,Annual,1-2 Years,0.02,Low"
"499,1,14,I've been waiting for support for 3 days. I'm cancelling.,1,16.633333333333333,Annual,1-2 Years,0.855,Very High"
"902,2,3,The UI is too confusing. I can't find the export button.,1,30.066666666666666,Biennial,2+ Years,1.0,Very High"
"1086,2,30,Is there a tutorial for the new dashboard feature?,0,36.2,Biennial,2+ Years,0.15,Low"
"762,1,14,Your API documentation is outdated and full of errors.,1,25.4,Biennial,2+ Years,0.89,Very High"
"1071,2,9,I'm very frustrated with the downtime. This is unacceptable.,1,35.7,Biennial,2+ Years,0.925,Very High"
"701,0,49,""Just upgraded to the Pro plan, excited to use it."",0,23.366666666666667,Annual,1-2 Years,0.34,Low"
"894,0,86,The integration with Slack works perfectly.,0,29.8,Biennial,2+ Years,0.0,Low"
"79,0,21,Is there a tutorial for the new dashboard feature?,0,2.6333333333333333,Month-to-month,0-6 Months,0.0,Low"
"226,2,4,Why did my subscription price increase without notice?,0,7.533333333333333,Month-to-month,6-12 Months,0.25,Low"
"512,0,29,I need to update my billing address.,1,17.066666666666666,Annual,1-2 Years,0.27,Low"
"21,2,49,I need to update my billing address.,0,0.7,Month-to-month,0-6 Months,0.075,Low"
"1017,0,93,The integration with Slack works perfectly.,0,33.9,Biennial,2+ Years,0.0,Low"
"446,0,33,How do I change my password?,0,14.866666666666667,Annual,1-2 Years,0.055,Low"
"199,2,7,I've been waiting for support for 3 days. I'm cancelling.,1,6.633333333333334,Month-to-month,6-12 Months,0.97,Very High"
"797,2,4,I'm very frustrated with the downtime. This is unacceptable.,1,26.566666666666666,Biennial,2+ Years,0.945,Very High"
"1062,0,92,I love the new analytics feature! Great job.,0,35.4,Biennial,2+ Years,0.025,Low"
"748,2,12,The UI is too confusing. I can't find the export button.,1,24.933333333333334,Biennial,2+ Years,1.0,Very High"
"995,0,57,I need to update my billing address.,0,33.166666666666664,Biennial,2+ Years,0.01,Low"
"850,0,93,This tool has saved my team so much time.,0,28.333333333333332,Biennial,2+ Years,0.0,Low"
"1091,2,8,The UI is too confusing. I can't find the export button.,1,36.36666666666667,Biennial,2+ Years,0.855,Very High"
"647,1,12,Your API documentation is outdated and full of errors.,1,21.566666666666666,Annual,1-2 Years,0.955,Very High"
"403,1,1,The UI is too confusing. I can't find the export button.,1,13.433333333333334,Annual,1-2 Years,1.0,Very High"
"455,2,47,Is there a tutorial for the new dashboard feature?,0,15.166666666666666,Annual,1-2 Years,0.0,Low"
"1053,2,22,How do I change my password?,0,35.1,Biennial,2+ Years,0.2,Low"
"92,0,47,Is there a tutorial for the new dashboard feature?,0,3.066666666666667,Month-to-month,0-6 Months,0.01,Low"
"975,0,67,I love the new analytics feature! Great job.,0,32.5,Biennial,2+ Years,0.06,Low"
"375,2,32,When will the maintenance window end?,0,12.5,Annual,1-2 Years,0.095,Low"
"755,2,59,I need to update my billing address.,0,25.166666666666668,Biennial,2+ Years,0.035,Low"
"996,1,1,I've been waiting for support for 3 days. I'm cancelling.,1,33.2,Biennial,2+ Years,1.0,Very High"
"595,0,16,Can I add more seats to my current plan?,0,19.833333333333332,Annual,1-2 Years,0.25,Low"
"752,2,43,Can I add more seats to my current plan?,0,25.066666666666666,Biennial,2+ Years,0.075,Low"
"464,0,57,This tool has saved my team so much time.,0,15.466666666666667,Annual,1-2 Years,0.0,Low"
"282,0,51,When will the maintenance window end?,0,9.4,Month-to-month,6-12 Months,0.03,Low"
"960,0,79,I love the new analytics feature! Great job.,0,32.0,Biennial,2+ Years,0.11,Low"
"447,0,38,How do I change my password?,0,14.9,Annual,1-2 Years,0.01,Low"
"980,0,41,Just checking if my payment went through.,0,32.666666666666664,Biennial,2+ Years,0.095,Low"
"74,1,12,Your API documentation is outdated and full of errors.,1,2.466666666666667,Month-to-month,0-6 Months,0.99,Very High"
"205,2,2,I'm very frustrated with the downtime. This is unacceptable.,1,6.833333333333333,Month-to-month,6-12 Months,0.805,Very High"
"937,2,10,The app crashes every time I try to upload a CSV.,0,31.233333333333334,Biennial,2+ Years,0.45,Medium"
"559,0,65,""Smooth experience so far, no complaints."",0,18.633333333333333,Annual,1-2 Years,0.14,Low"
"974,0,106,This tool has saved my team so much time.,0,32.46666666666667,Biennial,2+ Years,0.0,Low"
"274,2,12,Your API documentation is outdated and full of errors.,1,9.133333333333333,Month-to-month,6-12 Months,0.97,Very High"
"784,1,7,Your API documentation is outdated and full of errors.,0,26.133333333333333,Biennial,2+ Years,0.31,Low"
"553,2,34,Just checking if my payment went through.,0,18.433333333333334,Annual,1-2 Years,0.055,Low"
"839,0,34,When will the maintenance window end?,1,27.966666666666665,Biennial,2+ Years,0.595,Medium"
"173,2,11,I'm very frustrated with the downtime. This is unacceptable.,1,5.766666666666667,Month-to-month,0-6 Months,0.975,Very High"
"292,0,92,The integration with Slack works perfectly.,0,9.733333333333333,Month-to-month,6-12 Months,0.0,Low"
"996,2,53,How do I change my password?,0,33.2,Biennial,2+ Years,0.02,Low"
"368,0,35,I need to update my billing address.,0,12.266666666666667,Annual,1-2 Years,0.07,Low"
"163,1,6,I've been waiting for support for 3 days. I'm cancelling.,1,5.433333333333334,Month-to-month,0-6 Months,1.0,Very High"
"950,0,103,""Smooth experience so far, no complaints."",0,31.666666666666668,Biennial,2+ Years,0.015,Low"
"331,0,82,""Just upgraded to the Pro plan, excited to use it."",0,11.033333333333333,Month-to-month,6-12 Months,0.125,Low"
"296,0,56,I love the new analytics feature! Great job.,0,9.866666666666667,Month-to-month,6-12 Months,0.005,Low"
"1024,2,27,I need to update my billing address.,0,34.13333333333333,Biennial,2+ Years,0.07,Low"
"292,0,101,The integration with Slack works perfectly.,0,9.733333333333333,Month-to-month,6-12 Months,0.015,Low"
"826,1,1,Why did my subscription price increase without notice?,1,27.533333333333335,Biennial,2+ Years,0.975,Very High"
"705,1,9,The UI is too confusing. I can't find the export button.,0,23.5,Annual,1-2 Years,0.56,Medium"
"694,0,19,Can I add more seats to my current plan?,0,23.133333333333333,Annual,1-2 Years,0.055,Low"
"792,0,53,Can I add more seats to my current plan?,0,26.4,Biennial,2+ Years,0.185,Low"
"864,0,18,Can I add more seats to my current plan?,1,28.8,Biennial,2+ Years,0.61,High"
"331,0,29,How do I change my password?,0,11.033333333333333,Month-to-month,6-12 Months,0.29,Low"
"779,0,46,How do I change my password?,0,25.966666666666665,Biennial,2+ Years,0.015,Low"
"630,2,42,I need to update my billing address.,0,21.0,Annual,1-2 Years,0.035,Low"
"1078,2,37,Is there a tutorial for the new dashboard feature?,1,35.93333333333333,Biennial,2+ Years,0.725,High"
"275,2,58,I need to update my billing address.,0,9.166666666666666,Month-to-month,6-12 Months,0.155,Low"
"986,1,10,Why did my subscription price increase without notice?,0,32.86666666666667,Biennial,2+ Years,0.455,Medium"
"35,0,24,Can I add more seats to my current plan?,1,1.1666666666666667,Month-to-month,0-6 Months,0.67,High"
"225,0,16,When will the maintenance window end?,0,7.5,Month-to-month,6-12 Months,0.06,Low"
"1060,0,46,Can I add more seats to my current plan?,1,35.333333333333336,Biennial,2+ Years,0.8,Very High"
"952,2,6,The UI is too confusing. I can't find the export button.,0,31.733333333333334,Biennial,2+ Years,0.315,Low"
"356,0,47,I love the new analytics feature! Great job.,0,11.866666666666667,Month-to-month,6-12 Months,0.01,Low"
"916,2,24,I need to update my billing address.,0,30.533333333333335,Biennial,2+ Years,0.005,Low"
"567,1,9,I'm very frustrated with the downtime. This is unacceptable.,1,18.9,Annual,1-2 Years,0.93,Very High"
"864,2,49,When will the maintenance window end?,1,28.8,Biennial,2+ Years,0.635,High"
"245,0,59,Is there a tutorial for the new dashboard feature?,0,8.166666666666666,Month-to-month,6-12 Months,0.235,Low"
"748,2,1,Your API documentation is outdated and full of errors.,1,24.933333333333334,Biennial,2+ Years,0.955,Very High"
"520,0,26,When will the maintenance window end?,0,17.333333333333332,Annual,1-2 Years,0.035,Low"
"47,2,17,How do I change my password?,0,1.5666666666666667,Month-to-month,0-6 Months,0.2,Low"
"940,0,96,This tool has saved my team so much time.,0,31.333333333333332,Biennial,2+ Years,0.0,Low"
"516,0,59,Can I add more seats to my current plan?,0,17.2,Annual,1-2 Years,0.06,Low"
"1057,0,44,How do I change my password?,0,35.233333333333334,Biennial,2+ Years,0.03,Low"
"85,2,2,Your API documentation is outdated and full of errors.,0,2.8333333333333335,Month-to-month,0-6 Months,0.33,Low"
"787,2,47,Is there a tutorial for the new dashboard feature?,0,26.233333333333334,Biennial,2+ Years,0.02,Low"
"614,2,39,Can I add more seats to my current plan?,0,20.466666666666665,Annual,1-2 Years,0.07,Low"
"347,0,58,When will the maintenance window end?,0,11.566666666666666,Month-to-month,6-12 Months,0.01,Low"
"1037,2,38,Can I add more seats to my current plan?,0,34.56666666666667,Biennial,2+ Years,0.035,Low"
"185,0,71,This tool has saved my team so much time.,0,6.166666666666667,Month-to-month,6-12 Months,0.0,Low"
"331,1,4,The app crashes every time I try to upload a CSV.,1,11.033333333333333,Month-to-month,6-12 Months,0.98,Very High"
"458,2,3,The app crashes every time I try to upload a CSV.,1,15.266666666666667,Annual,1-2 Years,0.995,Very High"
"978,2,25,How do I change my password?,1,32.6,Biennial,2+ Years,0.7,High"
"1085,2,53,I need to update my billing address.,0,36.166666666666664,Biennial,2+ Years,0.035,Low"
"250,2,41,Is there a tutorial for the new dashboard feature?,0,8.333333333333334,Month-to-month,6-12 Months,0.03,Low"
"616,1,5,Why did my subscription price increase without notice?,1,20.533333333333335,Annual,1-2 Years,0.99,Very High"
"843,0,52,Can I add more seats to my current plan?,1,28.1,Biennial,2+ Years,0.685,High"
"608,2,19,Is there a tutorial for the new dashboard feature?,0,20.266666666666666,Annual,1-2 Years,0.35,Low"
"749,2,25,Just checking if my payment went through.,0,24.966666666666665,Biennial,2+ Years,0.14,Low"
"397,0,85,Customer support was super helpful yesterday. Thanks!,0,13.233333333333333,Annual,1-2 Years,0.0,Low"
"9,0,97,I love the new analytics feature! Great job.,0,0.3,Month-to-month,0-6 Months,0.075,Low"
"685,2,58,I need to update my billing address.,0,22.833333333333332,Annual,1-2 Years,0.255,Low"
"58,1,4,Your API documentation is outdated and full of errors.,1,1.9333333333333333,Month-to-month,0-6 Months,0.94,Very High"
"109,0,118,Customer support was super helpful yesterday. Thanks!,0,3.6333333333333333,Month-to-month,0-6 Months,0.015,Low"
"227,2,16,Can I add more seats to my current plan?,0,7.566666666666666,Month-to-month,6-12 Months,0.065,Low"
"199,2,51,Just checking if my payment went through.,0,6.633333333333334,Month-to-month,6-12 Months,0.015,Low"
"1067,2,48,How do I change my password?,0,35.56666666666667,Biennial,2+ Years,0.02,Low"
"629,1,2,The UI is too confusing. I can't find the export button.,1,20.966666666666665,Annual,1-2 Years,0.9,Very High"
"913,2,10,I've been waiting for support for 3 days. I'm cancelling.,1,30.433333333333334,Biennial,2+ Years,0.6,High"
"884,0,55,""Smooth experience so far, no complaints."",0,29.466666666666665,Biennial,2+ Years,0.015,Low"
"632,2,57,Can I add more seats to my current plan?,1,21.066666666666666,Annual,1-2 Years,0.905,Very High"
"212,2,12,Your API documentation is outdated and full of errors.,1,7.066666666666666,Month-to-month,6-12 Months,0.965,Very High"
"692,0,117,The integration with Slack works perfectly.,0,23.066666666666666,Annual,1-2 Years,0.005,Low"
"117,1,1,Your API documentation is outdated and full of errors.,1,3.9,Month-to-month,0-6 Months,0.885,Very High"
"36,2,6,The UI is too confusing. I can't find the export button.,1,1.2,Month-to-month,0-6 Months,0.77,High"
"381,2,27,Just checking if my payment went through.,0,12.7,Annual,1-2 Years,0.21,Low"
"575,1,1,The app crashes every time I try to upload a CSV.,1,19.166666666666668,Annual,1-2 Years,1.0,Very High"
"346,0,65,I love the new analytics feature! Great job.,0,11.533333333333333,Month-to-month,6-12 Months,0.045,Low"
"839,0,36,I need to update my billing address.,0,27.966666666666665,Biennial,2+ Years,0.03,Low"
"509,0,80,This tool has saved my team so much time.,0,16.966666666666665,Annual,1-2 Years,0.0,Low"
"257,2,58,Is there a tutorial for the new dashboard feature?,0,8.566666666666666,Month-to-month,6-12 Months,0.13,Low"
"439,1,12,I'm very frustrated with the downtime. This is unacceptable.,1,14.633333333333333,Annual,1-2 Years,0.985,Very High"
"927,0,17,How do I change my password?,1,30.9,Biennial,2+ Years,0.6,High"
"770,2,3,Why did my subscription price increase without notice?,1,25.666666666666668,Biennial,2+ Years,0.83,Very High"
"1014,2,13,The UI is too confusing. I can't find the export button.,1,33.8,Biennial,2+ Years,1.0,Very High"
"1063,2,9,Why did my subscription price increase without notice?,1,35.43333333333333,Biennial,2+ Years,0.81,Very High"
"704,2,13,I've been waiting for support for 3 days. I'm cancelling.,1,23.466666666666665,Annual,1-2 Years,0.74,High"
"61,2,12,I've been waiting for support for 3 days. I'm cancelling.,1,2.033333333333333,Month-to-month,0-6 Months,0.915,Very High"
"542,0,75,""Just upgraded to the Pro plan, excited to use it."",0,18.066666666666666,Annual,1-2 Years,0.03,Low"
"1015,2,54,Can I add more seats to my current plan?,0,33.833333333333336,Biennial,2+ Years,0.205,Low"
"35,1,12,I'm very frustrated with the downtime. This is unacceptable.,1,1.1666666666666667,Month-to-month,0-6 Months,0.99,Very High"
"210,0,80,""Just upgraded to the Pro plan, excited to use it."",0,7.0,Month-to-month,6-12 Months,0.01,Low"
"748,0,91,I love the new analytics feature! Great job.,0,24.933333333333334,Biennial,2+ Years,0.0,Low"
"140,2,14,The UI is too confusing. I can't find the export button.,0,4.666666666666667,Month-to-month,0-6 Months,0.15,Low"
"913,2,5,I've been waiting for support for 3 days. I'm cancelling.,0,30.433333333333334,Biennial,2+ Years,0.185,Low"
"113,0,22,When will the maintenance window end?,1,3.7666666666666666,Month-to-month,0-6 Months,0.675,High"
"401,0,43,Is there a tutorial for the new dashboard feature?,0,13.366666666666667,Annual,1-2 Years,0.335,Low"
"692,2,6,I'm very frustrated with the downtime. This is unacceptable.,0,23.066666666666666,Annual,1-2 Years,0.845,Very High"
"27,0,16,Can I add more seats to my current plan?,0,0.9,Month-to-month,0-6 Months,0.445,Medium"
"71,0,29,When will the maintenance window end?,0,2.3666666666666667,Month-to-month,0-6 Months,0.155,Low"
"822,0,18,Just checking if my payment went through.,1,27.4,Biennial,2+ Years,0.015,Low"
"628,2,55,Just checking if my payment went through.,0,20.933333333333334,Annual,1-2 Years,0.26,Low"
"223,0,34,Is there a tutorial for the new dashboard feature?,0,7.433333333333334,Month-to-month,6-12 Months,0.04,Low"
"660,2,9,I've been waiting for support for 3 days. I'm cancelling.,1,22.0,Annual,1-2 Years,0.975,Very High"
"913,2,52,I need to update my billing address.,0,30.433333333333334,Biennial,2+ Years,0.005,Low"
"907,2,7,I've been waiting for support for 3 days. I'm cancelling.,1,30.233333333333334,Biennial,2+ Years,0.87,Very High"
"244,2,38,Is there a tutorial for the new dashboard feature?,0,8.133333333333333,Month-to-month,6-12 Months,0.12,Low"
"407,1,2,I'm very frustrated with the downtime. This is unacceptable.,0,13.566666666666666,Annual,1-2 Years,0.39,Low"
"1054,1,3,Your API documentation is outdated and full of errors.,1,35.13333333333333,Biennial,2+ Years,0.765,High"
"1083,2,14,The UI is too confusing. I can't find the export button.,1,36.1,Biennial,2+ Years,0.92,Very High"
"1036,0,26,When will the maintenance window end?,0,34.53333333333333,Biennial,2+ Years,0.0,Low"
"759,2,57,When will the maintenance window end?,0,25.3,Biennial,2+ Years,0.045,Low"
"202,2,22,How do I change my password?,0,6.733333333333333,Month-to-month,6-12 Months,0.01,Low"
"356,0,90,Customer support was super helpful yesterday. Thanks!,0,11.866666666666667,Month-to-month,6-12 Months,0.0,Low"
"686,0,54,Just checking if my payment went through.,0,22.866666666666667,Annual,1-2 Years,0.145,Low"
"474,0,44,How do I change my password?,0,15.8,Annual,1-2 Years,0.0,Low"
"431,0,39,Is there a tutorial for the new dashboard feature?,0,14.366666666666667,Annual,1-2 Years,0.06,Low"
"177,0,41,How do I change my password?,0,5.9,Month-to-month,0-6 Months,0.08,Low"
"871,2,6,Why did my subscription price increase without notice?,1,29.033333333333335,Biennial,2+ Years,0.745,High"
"963,2,3,I've been waiting for support for 3 days. I'm cancelling.,1,32.1,Biennial,2+ Years,0.75,High"
"39,0,91,The integration with Slack works perfectly.,0,1.3,Month-to-month,0-6 Months,0.205,Low"
"242,2,1,Your API documentation is outdated and full of errors.,1,8.066666666666666,Month-to-month,6-12 Months,0.92,Very High"
"263,0,89,I love the new analytics feature! Great job.,0,8.766666666666667,Month-to-month,6-12 Months,0.01,Low"
"812,2,31,Is there a tutorial for the new dashboard feature?,0,27.066666666666666,Biennial,2+ Years,0.18,Low"
"985,0,68,""Smooth experience so far, no complaints."",0,32.833333333333336,Biennial,2+ Years,0.03,Low"
"280,2,7,The UI is too confusing. I can't find the export button.,1,9.333333333333334,Month-to-month,6-12 Months,0.98,Very High"
"651,0,35,Can I add more seats to my current plan?,0,21.7,Annual,1-2 Years,0.07,Low"
"782,2,18,When will the maintenance window end?,0,26.066666666666666,Biennial,2+ Years,0.075,Low"
"1071,2,24,I need to update my billing address.,0,35.7,Biennial,2+ Years,0.025,Low"
"765,0,16,When will the maintenance window end?,1,25.5,Biennial,2+ Years,0.73,High"
"471,0,34,I need to update my billing address.,1,15.7,Annual,1-2 Years,0.665,High"
"1004,0,19,I need to update my billing address.,0,33.46666666666667,Biennial,2+ Years,0.22,Low"
"440,1,7,Your API documentation is outdated and full of errors.,1,14.666666666666666,Annual,1-2 Years,0.85,Very High"
"78,2,21,Just checking if my payment went through.,0,2.6,Month-to-month,0-6 Months,0.13,Low"
"1073,1,14,The app crashes every time I try to upload a CSV.,0,35.766666666666666,Biennial,2+ Years,0.31,Low"
"321,1,8,I'm very frustrated with the downtime. This is unacceptable.,1,10.7,Month-to-month,6-12 Months,0.995,Very High"
"216,2,55,How do I change my password?,0,7.2,Month-to-month,6-12 Months,0.04,Low"
"597,1,14,I'm very frustrated with the downtime. This is unacceptable.,1,19.9,Annual,1-2 Years,1.0,Very High"
"264,2,18,Can I add more seats to my current plan?,0,8.8,Month-to-month,6-12 Months,0.005,Low"
"19,2,53,Just checking if my payment went through.,1,0.6333333333333333,Month-to-month,0-6 Months,0.725,High"
"413,1,4,I've been waiting for support for 3 days. I'm cancelling.,1,13.766666666666667,Annual,1-2 Years,0.965,Very High"
"988,2,9,The UI is too confusing. I can't find the export button.,1,32.93333333333333,Biennial,2+ Years,0.96,Very High"
"805,1,13,The app crashes every time I try to upload a CSV.,0,26.833333333333332,Biennial,2+ Years,0.765,High"
"301,2,10,I've been waiting for support for 3 days. I'm cancelling.,0,10.033333333333333,Month-to-month,6-12 Months,0.375,Low"
"914,1,1,Your API documentation is outdated and full of errors.,0,30.466666666666665,Biennial,2+ Years,0.225,Low"
"706,2,57,How do I change my password?,0,23.533333333333335,Annual,1-2 Years,0.28,Low"
"615,2,12,Why did my subscription price increase without notice?,1,20.5,Annual,1-2 Years,0.93,Very High"
"47,2,50,When will the maintenance window end?,0,1.5666666666666667,Month-to-month,0-6 Months,0.05,Low"
"130,1,12,Why did my subscription price increase without notice?,1,4.333333333333333,Month-to-month,0-6 Months,0.99,Very High"
"658,2,41,I need to update my billing address.,0,21.933333333333334,Annual,1-2 Years,0.085,Low"
"1063,2,10,Why did my subscription price increase without notice?,0,35.43333333333333,Biennial,2+ Years,0.345,Low"
"445,0,33,Is there a tutorial for the new dashboard feature?,0,14.833333333333334,Annual,1-2 Years,0.06,Low"
"960,2,10,Why did my subscription price increase without notice?,1,32.0,Biennial,2+ Years,0.91,Very High"
"987,2,13,The UI is too confusing. I can't find the export button.,1,32.9,Biennial,2+ Years,1.0,Very High"
"877,0,116,This tool has saved my team so much time.,0,29.233333333333334,Biennial,2+ Years,0.0,Low"
"428,1,5,Why did my subscription price increase without notice?,0,14.266666666666667,Annual,1-2 Years,0.325,Low"
"848,2,47,Just checking if my payment went through.,1,28.266666666666666,Biennial,2+ Years,0.72,High"
"217,0,108,Customer support was super helpful yesterday. Thanks!,0,7.233333333333333,Month-to-month,6-12 Months,0.0,Low"
"657,0,53,I need to update my billing address.,0,21.9,Annual,1-2 Years,0.005,Low"
"1092,2,5,The UI is too confusing. I can't find the export button.,0,36.4,Biennial,2+ Years,0.39,Low"
"237,2,18,Just checking if my payment went through.,0,7.9,Month-to-month,6-12 Months,0.115,Low"
"1034,1,10,The UI is too confusing. I can't find the export button.,1,34.46666666666667,Biennial,2+ Years,0.91,Very High"
"647,0,75,The integration with Slack works perfectly.,0,21.566666666666666,Annual,1-2 Years,0.0,Low"
"883,0,46,I need to update my billing address.,0,29.433333333333334,Biennial,2+ Years,0.02,Low"
